Point ID,Acceleration_0,Acceleration_1,Acceleration_2,Acceleration_Magnitude,Displacement_0,Displacement_1,Displacement_2,Displacement_Magnitude,ExtraDof1,Points_0,Points_1,Points_2,Points_Magnitude,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude
130,0,0,0,0,0,0,0,0,295.306,0.261626,0.0001,0,0.261626,0,0,0,0
131,0,0,0,0,0,0,0,0,301.991,0.111631,0.0001,0,0.111631,0,0,0,0
132,0,0,0,0,0,0,0,0,294.723,0.293347,0.0001,0,0.293347,0,0,0,0
133,0,0,0,0,0,0,0,0,293.589,0.408657,0.0001,0,0.408657,0,0,0,0
134,0,0,0,0,0,0,0,0,293.179,0.534721,0.0001,0,0.534721,0,0,0,0
135,0,0,0,0,0,0,0,0,294.908,0.282291,0.0001,0,0.282291,0,0,0,0
136,0,0,0,0,0,0,0,0,298.51,0.165774,0.0001,0,0.165774,0,0,0,0
137,0,0,0,0,0,0,0,0,298.049,0.175422,0.0001,0,0.175422,0,0,0,0
138,0,0,0,0,0,0,0,0,293.693,0.391486,0.0001,0,0.391486,0,0,0,0
139,0,0,0,0,0,0,0,0,298.734,0.161358,0.0001,0,0.161358,0,0,0,0
140,0,0,0,0,0,0,0,0,293.225,0.510915,0.0001,0,0.510915,0,0,0,0
141,0,0,0,0,0,0,0,0,302.91,0.100983,0.0001,0,0.100983,0,0,0,0
142,0,0,0,0,0,0,0,0,302.991,0.1001,0.0001,0,0.1001,0,0,0,0
143,0,0,0,0,0,0,0,0,303,0.0999995,0.0001,0,0.0999996,0,0,0,0
144,0,0,0,0,0,0,0,0,297.585,0.186091,0.0001,0,0.186091,0,0,0,0
145,0,0,0,0,0,0,0,0,294.543,0.305326,0.0001,0,0.305326,0,0,0,0
146,0,0,0,0,0,0,0,0,298.516,0.165645,0.0001,0,0.165645,0,0,0,0
