x,$t=0$,$t=100$,$t=200$,$t=300$,$t=400$,$t=500$,$t=600$,$t=700$,$t=800$,$t=900$,$t=1000$,$t=1100$,$t=1200$,$t=1300$,$t=1400$,$t=1500$,$t=1600$,$t=1700$,$t=1800$,$t=1900$,$t=2000$,$t=2100$,$t=2200$,$t=2300$,$t=2400$,$t=2500$,$t=2600$,$t=2700$,$t=2800$,$t=2900$,$t=3000$,$t=3100$,$t=3200$,$t=3300$,$t=3400$,$t=3500$,$t=3600$,$t=3700$,$t=3800$,$t=3900$,$t=4000$,$t=4100$,$t=4200$,$t=4300$,$t=4400$,$t=4500$,$t=4600$,$t=4700$,$t=4800$,$t=4900$,$t=5000$,$t=5100$,$t=5200$,$t=5300$,$t=5400$,$t=5500$,$t=5600$,$t=5700$,$t=5800$,$t=5900$,$t=6000$,$t=6100$,$t=6200$,$t=6300$,$t=6400$,$t=6500$,$t=6600$,$t=6700$,$t=6800$,$t=6900$,$t=7000$,$t=7100$,$t=7200$,$t=7300$,$t=7400$,$t=7500$,$t=7600$,$t=7700$,$t=7800$,$t=7900$,$t=8000$,$t=8100$,$t=8200$,$t=8300$,$t=8400$,$t=8500$,$t=8600$,$t=8700$,$t=8800$,$t=8900$,$t=9000$,$t=9100$,$t=9200$,$t=9300$,$t=9400$,$t=9500$,$t=9600$,$t=9700$,$t=9800$,$t=9900$,$t=10000$
0.1,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.1090909090909091,0.0,8.843336630924394,9.233027978414594,9.349251710500964,9.409949533778795,9.449072103827863,9.477154161882087,9.498676685242481,9.515918680587294,9.53018219920667,9.54227494836692,9.552729756094967,9.561915258736938,9.57009629708803,9.577468990037326,9.584182170167814,9.590351061294603,9.596066336309459,9.601400313897695,9.606411320872759,9.61114684131243,9.615645840384229,9.619940512134574,9.62405761575968,9.628019511675845,9.631844974486807,9.635549837417415,9.639147507616912,9.642649381304889,9.646065180412132,9.649403227130842,9.65267066897424,9.655873664122637,9.659017534713353,9.662106894120058,9.665145753027534,9.668137608145669,9.67108551665304,9.673992158866621,9.676859891162916,9.679690790799924,9.682486693988384,9.68524922831812,9.687979840449753,9.690679819823117,9.69335031900474,9.695992371191327,9.698606905299966,9.701194759005059,9.703756690023619,9.706293385902601,9.708805472521963,9.711293521494227,9.713758056613688,9.716199559485446,9.718618474445215,9.721015212864678,9.723390156923507,9.725743662917763,9.728076064164572,9.730387673554743,9.73267878579798,9.734949679399325,9.737200618400326,9.739431853914036,9.74164362547917,9.74383616225547,9.746009684079551,9.748164402398045,9.75030052109274,9.752418237210625,9.75451774161013,9.756599219533474,9.75866285111384,9.760708811825012,9.762737272880242,9.764748401586221,9.766742361657439,9.768719313495495,9.770679414437415,9.772622818976572,9.774549678959378,9.776460143760499,9.7783543604391,9.780232473878268,9.782094626909547,9.783940960424312,9.785771613473408,9.787586723356496,9.789386425702189,9.791170854540068,9.792940142365493,9.794694420197999,9.796433817634043,9.79815846289471,9.799868482868941,9.801564003152821,9.80324514808532,9.804912040780923,9.806564803159475,9.808203555973563
0.1181818181818182,0.0,7.785943605884598,8.504168660115418,8.729066842504551,8.847224578387547,8.923504668034951,8.978296925960548,9.020307169740605,9.053970697642532,9.081823942036142,9.105441312023974,9.12586185980885,9.143804678586061,9.15978651231025,9.174190088770551,9.18730589812766,9.199358859076305,9.210525982850971,9.22094846026797,9.230740172264236,9.239993834546738,9.248785532476973,9.257178132212264,9.265223888932116,9.272966469267862,9.280442538333235,9.287683017820788,9.294714092049698,9.301558018504457,9.308233785121706,9.314757646362656,9.321143562665252,9.327403562361138,9.333548041005528,9.33958600992202,9.34552530334497,9.351372751663712,9.3571343268021,9.362815264607725,9.368420168204997,9.37395309553271,9.37941763369878,9.38481696231159,9.390153907565104,9.395430988545064,9.400650456971414,9.405814331386415,9.410924426629606,9.41598237930256,9.420989669812549,9.425947641490437,9.430857517200227,9.435720413793224,9.440537354705912,9.445309280955874,9.45003706075233,9.454721497906478,9.459363339200056,9.463963280848267,9.468521974174067,9.47304003059477,9.477518026008134,9.481956504653416,9.486355982512842,9.490716950310317,9.495039876156866,9.499325207885882,9.503573375115803,9.507784791073101,9.511959854204271,9.51609894960206,9.520202450267957,9.524270718230355,9.528304105535373,9.532302955125289,9.536267601617764,9.540198371997402,9.544095586229878,9.547959557807616,9.551790594234912,9.555588997459568,9.55935506425712,9.563089086573182,9.566791351828693,9.570462143192298,9.57410173982367,9.577710417091069,9.581288446766052,9.584836097198005,9.588353633470707,9.591841317543041,9.59529940837561,9.598728162044836,9.602127831846026,9.605498668386549,9.608840919670339,9.612154831174616,9.615440645919746,9.618698604532991,9.621928945306813,9.625131904252381
0.1272727272727273,0.0,6.848359616750086,7.8213074319892755,8.145768862528547,8.317478687791075,8.428544684423864,8.508391451310496,8.569640515409334,8.618735362159079,8.659365134065542,8.693821452755325,8.723617486511081,8.749800844605064,8.77312455976339,8.79414649110227,8.813290126870998,8.830883407790711,8.847184452086339,8.862399163070664,8.876693629454161,8.890203080100557,8.903038493873092,8.915291572221301,8.927038541740634,8.938343102965602,8.949258744510237,8.95983057768998,8.970096803674062,8.980089895576917,8.989837557086819,8.999363504337028,9.008688106876507,9.017828915567067,9.02680109920318,9.035617807064208,9.04429047108126,9.05282905856221,9.061242284273947,9.069537788990443,9.077722290273663,9.085801710184468,9.093781283763336,9.101665651430482,9.109458937897553,9.117164819731117,9.124786583340423,9.132327174861906,9.139789243167472,9.14717517702198,9.154487137249268,9.161727084629415,9.168896804136102,9.17599792602901,9.18303194423775,9.190000232408181,9.196904057927256,9.203744594196532,9.210522931385455,9.217240085863114,9.223897008479158,9.230494591841179,9.237033676715745,9.243515057663265,9.249939488002143,9.256307684185172,9.262620329660372,9.268878078279153,9.275081557306693,9.28123137008248,9.287328098372965,9.293372304453097,9.299364532948871,9.305305312469281,9.311195157052396,9.317034567447433,9.322824032252,9.328564028921468,9.334255024665248,9.339897477243246,9.345491835673888,9.351038540864108,9.356538026170128,9.361990717897125,9.367397035744744,9.372757393204664,9.378072197915724,9.383341851981463,9.388566752254333,9.393747290590397,9.398883854077903,9.403976825242626,9.409026582232688,9.414033498985106,9.418997945376212,9.423920287357687,9.428800887079873,9.433640103003794,9.438438290003097,9.443195799457133,9.447912979336055,9.45259017427893
0.13636363636363635,0.0,6.078391944765636,7.215891497898928,7.622869760219989,7.841151577554129,7.982914766971938,8.085016927825272,8.163418660439676,8.226304143343961,8.278370932408047,8.322541788298068,8.360748803386237,8.394330727151765,8.424250470181383,8.451221718509906,8.475786459728562,8.498364524952983,8.519286438466818,8.5388159145995,8.557165709031473,8.574509070345574,8.590988195782309,8.606720594356064,8.621803953944148,8.636319916364346,8.650337040466939,8.663913151573388,8.677097220557727,8.689930877989799,8.702449642157607,8.714683920742214,8.726659832043143,8.738399881378605,8.749923520567817,8.761247612532644,8.77238681854025,8.783353922102409,8.794160100801495,8.804815155148352,8.815327701859559,8.825705337571284,8.835954777908897,8.846081975947643,8.85609222338547,8.865990237170372,8.875780233853408,8.885465993554352,8.895050915112371,8.904538063735917,8.913930212253259,8.923229876889817,8.932439348352865,8.94156071888362,8.9505959058362,8.959546672259016,8.968414644883799,8.977201329868619,8.98590812659127,8.994536339747729,9.003087189974602,9.011561823184426,9.019961318776955,9.028286696867685,9.036538924656067,9.044718922039811,9.052827566567839,9.060865697812577,9.06883412123195,9.076733611582654,9.084564915938401,9.09232875636041,9.100025832261291,9.107656822498774,9.115222387230965,9.122723169561219,9.13015979699721,9.137532882745937,9.14484302686368,9.152090817277822,9.159276830695305,9.166401633410885,9.17346578202668,9.18046982409324,9.187414298681187,9.194299736891317,9.201126662310282,9.207895591417984,9.214607033952309,9.221261493235913,9.227859466469523,9.234401444995429,9.240887914534648,9.247319355400645,9.253696242692364,9.260019046468773,9.266288231907154,9.272504259446816,9.278667584919967,9.284778659671137,9.290837930666425,9.296845840593736
0.14545454545454545,0.0,5.376795518486536,6.644296337024585,7.1257994591021285,7.3874224556625165,7.558040860074753,7.681159797851494,7.775801937322825,7.851766530721912,7.914692988014059,7.968096052445172,8.014301903657902,8.054923756602198,8.09112269853797,8.123759737827646,8.153489003232618,8.180817352984535,8.206143927813033,8.229787254868281,8.252004354874597,8.273004551782298,8.292959673447939,8.312011730191406,8.330278789558859,8.347859533960902,8.364836838643539,8.381280609092077,8.397250050677496,8.412795497714546,8.42795989703446,8.442780018212275,8.457287445852709,8.47150939694371,8.485469396974537,8.499187841430249,8.51268246382364,8.525968727192772,8.539060152677113,8.551968596171063,8.564704481979419,8.577277000744228,8.589694277586327,8.601963515337243,8.614091116874418,8.626082789873571,8.63794363672282,8.649678231878978,8.6612906885664,8.672784716406774,8.684163671311211,8.695430598754092,8.706588271372352,8.717639221688078,8.728585770630767,8.739430052434338,8.750174036398743,8.760819545934998,8.771368275252076,8.781821803993576,8.792181610089015,8.802449081048065,8.812625523895113,8.822712173914919,8.832710202357516,8.842620723231054,8.852444799294526,8.862183447348004,8.871837642905504,8.881408324324925,8.890896396460084,8.900302733891982,8.909628183789133,8.918873568440974,8.928039687502801,8.937127319986093,8.946137226024067,8.955070148438697,8.963926814132229,8.972707935323665,8.98141421064807,8.990046326134626,8.998604956077363,9.007090763810936,9.015504402402374,9.023846515268376,9.032117736726754,9.040318692489459,9.048450000103955,9.056512269348728,9.064506102588215,9.072432095091704,9.080290835320369,9.088082905185932,9.095808880284277,9.103469330106735,9.111064818231636,9.118595902498292,9.126063135165388,9.133467063055551,9.140808227687577,9.148087165397785
0.15454545454545454,0.0,4.766168513698003,6.118708864587161,6.663633779667393,6.9641258647429884,7.161069949297528,7.303513873112854,7.413154916532081,7.501232803277313,7.5742367577277125,7.636219577684903,7.689867433565519,7.73704517366227,7.779096073647652,7.817016863737258,7.851565153412281,7.883328211457589,7.912768644171852,7.940255719602549,7.966087463590889,7.990506638061486,8.013712548851593,8.035869937373866,8.057115785638834,8.077564596966704,8.09731254251213,8.116440750146895,8.135017935656087,8.153102523446698,8.170744366884943,8.187986151812988,8.204864547426784,8.221411154347646,8.237653288936725,8.2536146346954,8.269315785279922,8.284774698754223,8.30000707886308,8.315026696078185,8.329845658765336,8.34447464290262,8.358923087241914,8.37319935956844,8.387310898712848,8.401264336159509,8.41506560043493,8.428720006921704,8.442232335302727,8.455606896478617,8.46884759050318,8.481957956835865,8.494941218006371,8.507800317617352,8.520537953470294,8.533156606481917,8.545658565959858,8.558045951723754,8.570320733487804,8.582484747862402,8.5945397132822,8.606487243125848,8.618328857256477,8.630065992181304,8.64170001000238,8.653232206307912,8.664663817134194,8.675996025111532,8.687229964893,8.698366727952486,8.709407366827618,8.72035289887382,8.73120430958753,8.741962555549547,8.752628567033295,8.763203250317279,8.773687489736428,8.784082149502737,8.79438807532209,8.80460609583087,8.814737023873306,8.824781657637848,8.834740781668923,8.844615167768339,8.854405575799056,8.864112754402488,8.873737441639257,8.883280365562111,8.8927422447288,8.902123788661669,8.911425698260132,8.920648666171248,8.929793377123287,8.938860508226343,8.94785072924382,8.956764702838004,8.965603084792683,8.974366524215357,8.983055663721348,8.991671139601833,9.000213581977544,9.008683614939844
0.16363636363636364,0.0,4.24604283211236,5.644047296613803,6.239719696410477,6.5738117978209445,6.794146439142892,6.9539832785356985,7.07722249762854,7.17633391189371,7.258547081241746,7.328389463233143,7.388867540860609,7.442071452413,7.48950834722447,7.53229746870605,7.57129009550286,7.6071464423493005,7.640386790390622,7.671426584279279,7.700601209946036,7.728183924612294,7.75439911472626,7.779432284538881,7.803437703785381,7.8265443443524205,7.8488605432195575,7.870477701845324,7.891473246388964,7.911913014034351,7.93185318909931,7.951341882807961,7.970420428862209,7.98912445083504,8.007484745294747,8.025528015347778,8.043277482190577,8.060753396746813,8.077973469146905,8.094953230399419,8.111706337899767,8.128244834263617,8.144579367242818,8.160719377089123,8.17667325660551,8.192448488212651,8.208051761615373,8.223489075048077,8.238765822582003,8.253886869569905,8.268856617968229,8.283679062999997,8.298357842392164,8.312896279230664,8.327297419317674,8.341564063783247,8.355698797592105,8.369704014493523,8.383581938883362,8.397334644981129,8.410964073668762,8.424472047290003,8.437860282668707,8.451130402569696,8.464283945796197,8.477322376092278,8.490247089996991,8.503059423778046,8.515760659556502,8.528352030719994,8.540834726709722,8.55320989725595,8.565478656127475,8.577642084452528,8.58970123366166,8.601657128096914,8.613510767326375,8.625263128198482,8.636915166666352,8.648467819408829,8.659922005271785,8.671278626550407,8.68253857013089,8.69370270850759,8.704771900690051,8.715746993012445,8.726628819856657,8.73741820429884,8.748115958688198,8.758722885165682,8.769239776129487,8.779667414653296,8.790006574862769,8.800258022274825,8.810422514104093,8.820500799540088,8.830493619998515,8.840401709349532,8.850225794125588,8.859966593711125,8.869624820516124,8.879201180135347
0.17272727272727273,0.0,3.7704821050205695,5.195584151528234,5.835374269138144,6.200243775900737,6.442405790619036,6.618616111900229,6.754720316162698,6.864303672070089,6.955276775924872,7.03260763261602,7.099601818141495,7.15856074951121,7.211145754870714,7.258591627343129,7.301838160089272,7.341614603646901,7.378495888203918,7.4129412550776745,7.445321553104292,7.475939005575197,7.505041835418391,7.5328352895424455,7.559490083185329,7.585148957369557,7.609931830990107,7.633939889304073,7.6572588562143356,7.679961632645523,7.702110437500517,7.72375855483237,7.744951766890063,7.765729534918845,7.786125976226454,7.806170675845715,7.825889363286278,7.84530447877757,7.864435648633072,7.883300085600936,7.901912927077621,7.920287521676125,7.938435672728447,7.956367845762646,7.974093345750423,7.991620468912666,8.008956633048966,8.026108489687289,8.043082020801164,8.059882622391417,8.076515176858237,8.092984115783215,8.109293474487016,8.125446939517651,8.14144789004865,8.157299434019919,8.173004439730938,8.188565563493052,8.203985273860319,8.219265872885275,8.234409514783504,8.249418222338168,8.264293901330722,8.279038353245495,8.293653286463172,8.30814032612978,8.322501022863744,8.33673686044266,8.350849262593345,8.364839598993221,8.378709190577522,8.392459314235131,8.40609120696563,8.419606069561254,8.433005069869767,8.446289345687367,8.459460007324996,8.472518139886093,8.485464805289412,8.498301044066439,8.511027876959549,8.523646306343851,8.536157317493167,8.548561879707925,8.560860947320952,8.573055460595079,8.585146346524986,8.597134519554213,8.609020882217017,8.620806325713609,8.632491730426407,8.644077966383907,8.655565893678231,8.666956362841447,8.678250215185486,8.689448283109568,8.70055139037898,8.711560352378292,8.722475976341904,8.733299061564521,8.744030399593697,8.754670774406492
0.18181818181818182,0.0,3.360389706544786,4.787060752392924,5.460725555646389,5.851930494308489,6.113470775437366,6.304468822729018,6.452304633377122,6.571496211515921,6.670541093677971,6.754793967697832,6.827826151755816,6.89212841182177,6.949501136419914,7.001283843645275,7.048496849949508,7.09193239375432,7.132215383365649,7.169845188991244,7.205225202776675,7.238684263676084,7.270492520984093,7.300873399531593,7.330012769437955,7.358066069948832,7.385163908540265,7.411416505490452,7.4369172520766345,7.46174558011528,7.485969290955357,7.509646456433227,7.532826978300388,7.555553873349435,7.577864336953227,7.599790626678669,7.621360799124048,7.64259932651208,7.663527614385457,7.684164437659749,7.704526309040057,7.724627791214911,7.744481762161945,7.764099641226073,7.783491582277596,7.802666639160474,7.821632907747908,7.840397648193246,7.858967390367444,7.87734802498408,7.8955448825091,7.913562801619154,7.931406188696042,7.949079069615356,7.966585134896231,7.983927779119551,8.001110135387872,8.018135105488325,8.035005386324611,8.051723493104616,8.068291779702104,8.084712456553538,8.10098760640201,8.117119198158418,8.1331090991143,8.148959085709844,8.164670853034366,8.180246023213696,8.195686152819308,8.210992739416966,8.226167227358031,8.241211012903717,8.256125448761479,8.27091184810302,8.285571488125033,8.300105613206235,8.314515437708051,8.328802148460412,8.342966906969368,8.357010851378755,8.370935098214403,8.384740743935959,8.39842886631863,8.4120005256842,8.425456765998847,8.438798615852885,8.452027089335978,8.465143186819807,8.478147895658704,8.491042190817602,8.503827035435574,8.516503381332253,8.529072169463689,8.541534330333166,8.553890784362359,8.56614244222698,8.578290205161194,8.590334965234103,8.602277605601529,8.61411900073585,8.625860016636297,8.637501511021906
