Point ID,Acceleration_0,Acceleration_1,Acceleration_2,Acceleration_Magnitude,Displacement_0,Displacement_1,Displacement_2,Displacement_Magnitude,ExtraDof1,Points_0,Points_1,Points_2,Points_Magnitude,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude
0,0,0,0,0,0,0,0,0,293.028,0.999861,0.0001,0,0.999861,0,0,0,0
1,0,0,0,0,0,0,0,0,293.03,0.951421,0.0001,0,0.951421,0,0,0,0
2,0,0,0,0,0,0,0,0,293.028,1,0.0001,0,1,0,0,0,0
3,0,0,0,0,0,0,0,0,300.358,0.145686,0.0001,0,0.145686,0,0,0,0
4,0,0,0,0,0,0,0,0,300.517,0.142388,0.0001,0,0.142388,0,0,0,0
5,0,0,0,0,0,0,0,0,293.037,0.905545,0.0001,0,0.905545,0,0,0,0
6,0,0,0,0,0,0,0,0,293.037,0.905449,0.0001,0,0.905449,0,0,0,0
7,0,0,0,0,0,0,0,0,300.523,0.142272,0.0001,0,0.142272,0,0,0,0
8,0,0,0,0,0,0,0,0,293.037,0.905357,0.0001,0,0.905357,0,0,0,0
9,0,0,0,0,0,0,0,0,300.352,0.145795,0.0001,0,0.145795,0,0,0,0
10,0,0,0,0,0,0,0,0,298.88,0.180611,0.0001,0,0.180611,0,0,0,0
11,0,0,0,0,0,0,0,0,298.884,0.180519,0.0001,0,0.180519,0,0,0,0
12,0,0,0,0,0,0,0,0,299.833,0.157127,0.0001,0,0.157127,0,0,0,0
13,0,0,0,0,0,0,0,0,299.839,0.157003,0.0001,0,0.157003,0,0,0,0
14,0,0,0,0,0,0,0,0,302.515,0.107131,0.0001,0,0.107131,0,0,0,0
15,0,0,0,0,0,0,0,0,302.522,0.10702,0.0001,0,0.10702,0,0,0,0
16,0,0,0,0,0,0,0,0,298.876,0.180709,0.0001,0,0.180709,0,0,0,0
17,0,0,0,0,0,0,0,0,302.332,0.10994,0.0001,0,0.10994,0,0,0,0
18,0,0,0,0,0,0,0,0,302.422,0.108551,0.0001,0,0.108551,0,0,0,0
19,0,0,0,0,0,0,0,0,302.429,0.10844,0.0001,0,0.10844,0,0,0,0
20,0,0,0,0,0,0,0,0,300.682,0.139059,0.0001,0,0.139059,0,0,0,0
21,0,0,0,0,0,0,0,0,300.83,0.136144,0.0001,0,0.136144,0,0,0,0
22,0,0,0,0,0,0,0,0,293.755,0.488095,0.0001,0,0.488095,0,0,0,0
23,0,0,0,0,0,0,0,0,293.88,0.466698,0.0001,0,0.466698,0,0,0,0
24,0,0,0,0,0,0,0,0,300.012,0.153126,0.0001,0,0.153126,0,0,0,0
25,0,0,0,0,0,0,0,0,298.049,0.20458,0.0001,0,0.20458,0,0,0,0
26,0,0,0,0,0,0,0,0,298.258,0.198191,0.0001,0,0.198191,0,0,0,0
27,0,0,0,0,0,0,0,0,294.661,0.374992,0.0001,0,0.374992,0,0,0,0
28,0,0,0,0,0,0,0,0,294.842,0.359591,0.0001,0,0.359591,0,0,0,0
29,0,0,0,0,0,0,0,0,295.233,0.330848,0.0001,0,0.330848,0,0,0,0
30,0,0,0,0,0,0,0,0,295.434,0.317775,0.0001,0,0.317775,0,0,0,0
31,0,0,0,0,0,0,0,0,296.732,0.251996,0.0001,0,0.251996,0,0,0,0
32,0,0,0,0,0,0,0,0,296.952,0.243096,0.0001,0,0.243096,0,0,0,0
33,0,0,0,0,0,0,0,0,300.836,0.136023,0.0001,0,0.136023,0,0,0,0
34,0,0,0,0,0,0,0,0,293.085,0.781573,0.0001,0,0.781573,0,0,0,0
35,0,0,0,0,0,0,0,0,293.085,0.781459,0.0001,0,0.781459,0,0,0,0
36,0,0,0,0,0,0,0,0,301.658,0.120992,0.0001,0,0.120992,0,0,0,0
37,0,0,0,0,0,0,0,0,301.664,0.120874,0.0001,0,0.120874,0,0,0,0
38,0,0,0,0,0,0,0,0,301.125,0.130529,0.0001,0,0.130529,0,0,0,0
39,0,0,0,0,0,0,0,0,301.132,0.130409,0.0001,0,0.130409,0,0,0,0
40,0,0,0,0,0,0,0,0,302.325,0.11005,0.0001,0,0.11005,0,0,0,0
41,0,0,0,0,0,0,0,0,300.676,0.13918,0.0001,0,0.13918,0,0,0,0
42,0,0,0,0,0,0,0,0,298.262,0.198075,0.0001,0,0.198075,0,0,0,0
43,0,0,0,0,0,0,0,0,302.232,0.111514,0.0001,0,0.111514,0,0,0,0
44,0,0,0,0,0,0,0,0,293.112,0.744448,0.0001,0,0.744448,0,0,0,0
45,0,0,0,0,0,0,0,0,293.146,0.709523,0.0001,0,0.709523,0,0,0,0
46,0,0,0,0,0,0,0,0,302.603,0.105792,0.0001,0,0.105792,0,0,0,0
47,0,0,0,0,0,0,0,0,302.018,0.114957,0.0001,0,0.114957,0,0,0,0
48,0,0,0,0,0,0,0,0,302.12,0.113296,0.0001,0,0.113296,0,0,0,0
49,0,0,0,0,0,0,0,0,293.88,0.466577,0.0001,0,0.466577,0,0,0,0
50,0,0,0,0,0,0,0,0,301.787,0.118793,0.0001,0,0.118793,0,0,0,0
51,0,0,0,0,0,0,0,0,301.897,0.116945,0.0001,0,0.116945,0,0,0,0
52,0,0,0,0,0,0,0,0,302.697,0.104398,0.0001,0,0.104398,0,0,0,0
53,0,0,0,0,0,0,0,0,302.77,0.103311,0.0001,0,0.103311,0,0,0,0
54,0,0,0,0,0,0,0,0,293.048,0.861803,0.0001,0,0.861803,0,0,0,0
55,0,0,0,0,0,0,0,0,293.063,0.820658,0.0001,0,0.820658,0,0,0,0
56,0,0,0,0,0,0,0,0,301.538,0.123069,0.0001,0,0.123069,0,0,0,0
57,0,0,0,0,0,0,0,0,293.063,0.82054,0.0001,0,0.82054,0,0,0,0
58,0,0,0,0,0,0,0,0,293.188,0.676204,0.0001,0,0.676204,0,0,0,0
59,0,0,0,0,0,0,0,0,293.239,0.644871,0.0001,0,0.644871,0,0,0,0
60,0,0,0,0,0,0,0,0,301.271,0.12783,0.0001,0,0.12783,0,0,0,0
61,0,0,0,0,0,0,0,0,301.401,0.125503,0.0001,0,0.125503,0,0,0,0
